order_id,timestamp,side,type,price,quantity
624,33901.718,BUY,LIMIT,99.98,6
625,33908.09,BUY,MARKET,,9
626,33931.303,BUY,LIMIT,99.99,58
627,34221.314,BUY,MARKET,,16
628,34299.697,SELL,LIMIT,100.16,34
629,34381.569,BUY,MARKET,,6
630,34396.0,SELL,LIMIT,100.03,11
631,34437.816,SELL,LIMIT,100.02,26
632,34536.323,BUY,LIMIT,99.95,20
633,34566.587,SELL,LIMIT,100.08,12
634,34614.992,BUY,LIMIT,99.95,8
635,34649.405,BUY,LIMIT,99.97,12
636,34686.438,BUY,LIMIT,99.97,16
637,34719.653,BUY,LIMIT,99.89,14
638,34780.071,BUY,LIMIT,99.93,6
639,34890.329,SELL,LIMIT,99.97,26
640,34917.218,BUY,LIMIT,99.94,16
641,34927.721,BUY,LIMIT,99.84,11
642,34996.263,SELL,LIMIT,100.02,9
643,35074.885,SELL,LIMIT,100.02,11
644,35210.428,SELL,LIMIT,100.0,22
645,35229.965,BUY,LIMIT,99.92,15
646,35260.076,BUY,LIMIT,99.79,12
647,35511.201,BUY,LIMIT,99.94,29
648,35527.347,BUY,MARKET,,10
649,35542.74,BUY,LIMIT,99.89,5
650,35667.72,BUY,LIMIT,99.9,16
651,35786.831,SELL,MARKET,,17
652,35862.566,SELL,LIMIT,100.05,5
653,35964.495,BUY,LIMIT,99.92,4
654,35983.727,BUY,LIMIT,99.92,3
655,36280.715,BUY,LIMIT,99.95,9
656,36285.022,BUY,LIMIT,99.95,8
657,36344.867,BUY,LIMIT,99.97,8
658,36386.049,BUY,LIMIT,99.97,8
659,36428.952,SELL,LIMIT,100.0,6
660,36430.178,BUY,LIMIT,99.94,25
661,36438.058,BUY,LIMIT,99.95,5
662,36439.209,BUY,LIMIT,99.93,6
663,36504.661,BUY,LIMIT,99.85,10
664,36507.761,SELL,MARKET,,9
665,36603.316,SELL,LIMIT,99.96,29
666,36616.46,BUY,LIMIT,99.92,11
667,36627.547,BUY,MARKET,,19
668,36661.208,BUY,MARKET,,13
669,36679.208,SELL,LIMIT,100.0,11
670,36687.435,BUY,MARKET,,14
671,36700.336,BUY,LIMIT,99.93,12
672,36707.401,BUY,LIMIT,99.91,7
673,36765.724,BUY,LIMIT,99.86,22
674,36807.327,SELL,MARKET,,11
675,36817.502,BUY,LIMIT,99.9,19
676,36843.99,SELL,LIMIT,99.97,13
677,36889.351,BUY,LIMIT,99.9,10
678,36935.758,SELL,LIMIT,99.98,10
679,36948.585,BUY,LIMIT,99.84,4
680,36959.92,BUY,LIMIT,99.82,8
681,37018.136,SELL,LIMIT,99.99,21
682,37105.092,SELL,LIMIT,100.09,12
683,37156.369,BUY,LIMIT,99.95,7
684,37197.157,BUY,LIMIT,99.95,8
685,37214.594,BUY,LIMIT,99.92,4
686,37224.503,BUY,LIMIT,99.95,4
687,37337.969,SELL,MARKET,,6
688,37400.117,BUY,MARKET,,18
689,37404.575,SELL,LIMIT,100.11,11
690,37444.539,BUY,LIMIT,99.91,12
691,37546.097,BUY,LIMIT,99.92,16
692,37595.333,BUY,LIMIT,99.92,10
693,37677.704,SELL,LIMIT,99.97,10
694,37681.841,BUY,LIMIT,99.89,13
695,37769.062,BUY,MARKET,,12
696,37865.211,SELL,LIMIT,99.94,6
697,37919.287,BUY,LIMIT,99.88,9
698,37992.449,SELL,LIMIT,100.01,4
699,37998.955,SELL,LIMIT,99.98,7
700,38001.953,BUY,LIMIT,99.9,6
701,38020.978,SELL,LIMIT,99.99,10
702,38055.41,BUY,LIMIT,99.94,8
703,38061.7,BUY,LIMIT,99.95,12
704,38064.028,BUY,MARKET,,7
705,38142.107,SELL,LIMIT,99.98,6
706,38189.962,BUY,LIMIT,99.87,23
707,38222.132,BUY,LIMIT,99.9,24
708,38242.539,SELL,LIMIT,99.96,10
709,38299.23,BUY,LIMIT,99.9,23
710,38323.909,BUY,LIMIT,99.89,14
711,38325.516,BUY,LIMIT,99.93,4
712,38337.692,BUY,MARKET,,37
713,38459.988,BUY,LIMIT,99.85,6
714,38493.019,SELL,LIMIT,99.97,9
715,38529.963,SELL,LIMIT,100.0,11
716,38561.413,BUY,LIMIT,99.89,6
717,38580.122,SELL,LIMIT,99.95,12
718,38635.725,BUY,LIMIT,99.92,29
719,38641.125,SELL,LIMIT,99.95,11
720,38659.779,SELL,MARKET,,5
721,38664.281,BUY,LIMIT,99.84,15
722,38693.796,SELL,LIMIT,99.94,40
723,38697.886,SELL,LIMIT,99.95,28
724,38703.002,SELL,LIMIT,100.06,7
725,38713.13,SELL,LIMIT,100.04,9
726,38745.379,SELL,LIMIT,99.96,20
727,38752.193,SELL,LIMIT,100.01,6
728,38830.808,SELL,LIMIT,99.97,13
729,39013.083,BUY,LIMIT,99.87,15
730,39041.661,SELL,LIMIT,99.97,12
731,39175.244,SELL,MARKET,,12
732,39180.382,BUY,LIMIT,99.92,14
733,39225.749,SELL,LIMIT,100.01,6
734,39233.227,BUY,LIMIT,99.91,9
735,39281.027,BUY,LIMIT,99.87,4
736,39337.93,SELL,LIMIT,100.0,13
737,39432.004,SELL,MARKET,,8
738,39481.075,SELL,LIMIT,100.01,7
739,39488.562,SELL,LIMIT,100.0,9
740,39591.636,BUY,MARKET,,12
741,39699.729,SELL,LIMIT,99.99,13
742,39727.322,SELL,LIMIT,100.01,9
743,39761.795,BUY,LIMIT,99.98,28
744,39763.497,SELL,LIMIT,100.0,9
745,39771.16,SELL,LIMIT,100.01,9
746,39932.62,SELL,LIMIT,100.09,10
747,39962.88,SELL,LIMIT,100.12,15
748,39964.678,SELL,LIMIT,100.03,4
749,39973.939,SELL,LIMIT,100.02,8
750,40009.159,SELL,LIMIT,100.03,7
751,40076.789,BUY,LIMIT,99.93,13
752,40086.432,BUY,LIMIT,99.93,18
753,40090.84,BUY,LIMIT,99.93,9
754,40144.879,BUY,LIMIT,99.94,6
755,40215.303,BUY,LIMIT,99.96,4
756,40285.106,BUY,LIMIT,99.94,10
757,40387.223,SELL,LIMIT,100.01,12
758,40512.1,SELL,LIMIT,100.02,8
759,40517.272,SELL,LIMIT,100.05,4
760,40590.864,SELL,LIMIT,100.2,8
761,40648.703,BUY,LIMIT,99.98,3
762,40760.903,BUY,LIMIT,99.98,15
763,40814.316,BUY,LIMIT,99.95,6
764,40951.902,SELL,LIMIT,100.03,5
765,41025.36,SELL,LIMIT,100.02,16
766,41045.583,SELL,LIMIT,100.02,9
767,41177.546,SELL,LIMIT,100.03,4
768,41299.414,SELL,MARKET,,4
769,41313.838,BUY,LIMIT,100.0,13
770,41374.046,BUY,LIMIT,99.89,10
771,41466.957,BUY,LIMIT,100.01,10
772,41603.657,SELL,LIMIT,100.05,4
773,41765.772,SELL,LIMIT,100.03,5
774,41937.117,BUY,LIMIT,100.0,9
775,41965.929,BUY,MARKET,,6
776,42044.617,SELL,LIMIT,100.16,5
777,42065.221,BUY,LIMIT,100.02,14
778,42205.966,BUY,LIMIT,100.02,10
779,42324.82,BUY,LIMIT,99.99,3
780,42415.017,BUY,MARKET,,13
781,42418.277,SELL,LIMIT,100.1,15
782,42424.714,BUY,LIMIT,99.89,4
783,42433.913,BUY,LIMIT,99.92,25
784,42509.091,SELL,MARKET,,17
785,42525.776,SELL,LIMIT,100.04,13
786,42552.33,BUY,LIMIT,99.96,11
787,42639.904,SELL,LIMIT,100.06,10
788,42689.142,SELL,MARKET,,6
789,42781.967,SELL,LIMIT,100.06,7
790,42802.312,SELL,MARKET,,10
791,42915.039,SELL,LIMIT,100.05,4
792,42934.742,BUY,LIMIT,100.03,8
793,42966.58,BUY,LIMIT,100.03,22
794,42991.076,SELL,LIMIT,100.07,3
795,42994.151,BUY,LIMIT,99.99,6
796,43102.909,BUY,LIMIT,99.97,11
797,43278.464,BUY,MARKET,,20
798,43550.508,SELL,LIMIT,100.05,24
799,43564.669,SELL,LIMIT,100.12,11
800,43607.3,SELL,LIMIT,100.03,9
801,43609.01,SELL,LIMIT,100.09,18
802,43622.766,BUY,LIMIT,99.99,6
803,43636.426,BUY,LIMIT,99.99,44
804,43705.201,SELL,LIMIT,100.01,13
805,43807.812,SELL,LIMIT,100.02,12
806,43866.493,BUY,LIMIT,99.95,17
807,43909.303,BUY,LIMIT,99.98,25
808,44029.702,BUY,MARKET,,7
809,44052.454,BUY,LIMIT,99.93,6
810,44091.241,SELL,LIMIT,100.06,36
811,44161.194,BUY,LIMIT,99.91,10
812,44163.994,SELL,LIMIT,100.04,19
813,44201.948,SELL,LIMIT,100.04,18
814,44392.976,BUY,LIMIT,99.98,6
815,44452.691,BUY,LIMIT,99.98,12
816,44627.315,BUY,LIMIT,99.98,10
817,44670.536,SELL,LIMIT,100.07,11
818,44701.161,BUY,LIMIT,100.0,15
819,44724.414,BUY,MARKET,,12
820,44762.734,BUY,LIMIT,99.96,12
821,44776.318,SELL,LIMIT,100.03,8
822,44837.72,SELL,LIMIT,100.02,1
823,44875.86,BUY,LIMIT,99.97,5
824,44895.159,SELL,LIMIT,100.01,24
825,44960.357,SELL,LIMIT,100.05,11
826,44986.034,BUY,LIMIT,99.99,11
827,45123.217,BUY,MARKET,,11
828,45178.887,SELL,LIMIT,100.01,67
829,45298.429,SELL,MARKET,,18
830,45321.756,SELL,LIMIT,100.15,15
831,45567.05,SELL,LIMIT,100.07,23
832,45680.425,BUY,MARKET,,10
833,45815.692,SELL,MARKET,,3
834,45842.458,SELL,LIMIT,100.05,6
835,45866.503,SELL,MARKET,,6
836,45897.633,BUY,LIMIT,99.96,15
837,45904.262,SELL,LIMIT,100.02,13
838,45910.617,SELL,LIMIT,100.0,18
839,45952.304,SELL,LIMIT,100.03,13
840,45988.23,BUY,LIMIT,99.99,5
841,46093.547,SELL,LIMIT,100.01,4
842,46115.548,SELL,LIMIT,100.11,11
843,46125.669,BUY,LIMIT,99.89,29
844,46143.58,SELL,MARKET,,16
845,46144.229,SELL,LIMIT,100.02,2
846,46149.631,BUY,LIMIT,99.91,12
847,46301.977,BUY,LIMIT,99.89,5
848,46360.706,SELL,LIMIT,100.02,15
849,46422.582,BUY,LIMIT,99.89,6
850,46429.278,BUY,LIMIT,99.9,10
851,46440.208,BUY,LIMIT,99.85,5
852,46440.724,BUY,LIMIT,99.93,17
853,46462.381,BUY,LIMIT,99.81,20
854,46471.132,BUY,LIMIT,99.92,40
855,46508.76,BUY,LIMIT,99.93,9
856,46518.996,BUY,LIMIT,99.93,9
857,46531.906,SELL,MARKET,,25
858,46572.63,BUY,LIMIT,99.92,6
859,46591.329,SELL,LIMIT,99.97,24
860,46688.495,SELL,LIMIT,99.97,13
861,46725.472,BUY,MARKET,,7
862,46915.341,BUY,MARKET,,21
863,46960.53,BUY,LIMIT,99.94,10
864,47033.146,SELL,LIMIT,100.04,20
865,47088.078,SELL,LIMIT,99.98,9
866,47121.681,BUY,MARKET,,42
867,47156.152,BUY,LIMIT,99.9,4
868,47161.217,SELL,LIMIT,99.95,14
869,47176.385,BUY,LIMIT,99.93,4
870,47200.58,SELL,LIMIT,99.95,4
871,47276.146,BUY,LIMIT,99.94,15
872,47281.938,SELL,LIMIT,100.01,11
873,47378.266,BUY,LIMIT,99.93,8
874,47380.574,SELL,LIMIT,100.03,8
875,47401.741,SELL,LIMIT,100.02,5
876,47446.631,BUY,LIMIT,99.97,5
877,47448.536,SELL,LIMIT,100.09,5
878,47492.871,SELL,LIMIT,100.01,4
879,47551.57,SELL,LIMIT,100.05,12
880,47569.369,BUY,LIMIT,99.9,11
881,47571.804,SELL,LIMIT,100.02,12
882,47587.771,SELL,LIMIT,100.0,10
883,47642.222,BUY,LIMIT,99.96,10
884,47681.877,BUY,LIMIT,99.96,6
885,47719.919,SELL,LIMIT,100.03,6
886,47750.959,BUY,LIMIT,99.9,18
887,47849.331,BUY,LIMIT,99.93,8
888,47907.385,SELL,LIMIT,99.95,7
889,48144.567,BUY,LIMIT,99.92,6
890,48196.25,SELL,LIMIT,99.94,18
891,48213.939,SELL,LIMIT,99.97,19
892,48305.509,BUY,LIMIT,99.89,10
893,48360.074,SELL,LIMIT,99.94,16
894,48378.875,SELL,LIMIT,100.0,18
895,48384.523,SELL,LIMIT,99.95,12
896,48407.999,SELL,LIMIT,99.95,7
897,48484.686,SELL,LIMIT,99.93,6
898,48602.501,BUY,LIMIT,99.83,5
899,48621.002,SELL,LIMIT,99.96,10
900,48650.207,SELL,LIMIT,100.01,15
901,48748.305,SELL,LIMIT,99.98,16
902,48750.029,BUY,LIMIT,99.78,9
903,48842.023,SELL,LIMIT,99.98,30
904,48877.317,SELL,LIMIT,99.98,16
905,48878.704,BUY,LIMIT,99.83,5
906,48928.187,BUY,MARKET,,4
907,49001.153,BUY,LIMIT,99.86,16
908,49033.693,BUY,LIMIT,99.87,6
909,49043.731,BUY,MARKET,,12
910,49048.39,BUY,LIMIT,99.84,11
911,49206.933,BUY,MARKET,,11
912,49338.686,SELL,MARKET,,13
913,49437.688,SELL,LIMIT,99.96,5
914,49464.781,BUY,MARKET,,9
915,49508.503,SELL,MARKET,,8
916,49691.759,BUY,LIMIT,99.89,14
917,49696.766,BUY,LIMIT,99.91,15
918,49699.095,SELL,LIMIT,99.96,12
919,49714.17,SELL,LIMIT,100.02,6
920,49751.966,SELL,MARKET,,16
921,49767.276,SELL,LIMIT,99.94,22
922,49770.01,BUY,LIMIT,99.9,4
923,49798.683,BUY,LIMIT,99.73,11
924,49804.65,BUY,MARKET,,7
925,49840.189,BUY,LIMIT,99.77,11
926,49867.118,BUY,LIMIT,99.86,18
927,49892.176,BUY,LIMIT,99.9,13
928,50047.455,BUY,LIMIT,99.9,13
929,50194.724,BUY,LIMIT,99.91,12
930,50197.581,SELL,MARKET,,7
931,50271.256,BUY,MARKET,,6
932,50296.997,BUY,MARKET,,10
933,50379.083,BUY,LIMIT,99.91,8
934,50408.562,SELL,LIMIT,99.96,5
935,50431.524,SELL,LIMIT,99.92,17
936,50487.943,BUY,LIMIT,99.89,12
937,50519.519,SELL,LIMIT,100.08,13
938,50533.813,SELL,LIMIT,99.95,24
939,50569.548,BUY,LIMIT,99.85,16
940,50613.59,BUY,MARKET,,12
941,50623.647,BUY,MARKET,,17
942,50667.888,SELL,LIMIT,99.94,7
943,50736.612,SELL,LIMIT,99.93,10
944,50742.815,SELL,LIMIT,99.94,19
945,50807.53,SELL,LIMIT,100.05,25
946,50812.116,BUY,LIMIT,99.83,13
947,50813.475,BUY,LIMIT,99.87,19
948,50824.068,SELL,MARKET,,9
949,50940.419,SELL,LIMIT,99.94,24
950,50951.66,SELL,MARKET,,39
951,50996.958,SELL,MARKET,,8
952,51061.437,SELL,LIMIT,99.93,11
953,51113.686,BUY,LIMIT,99.8,6
954,51114.737,BUY,LIMIT,99.89,10
955,51172.492,SELL,MARKET,,5
956,51333.19,SELL,LIMIT,100.0,25
957,51349.787,BUY,LIMIT,99.93,5
958,51355.105,SELL,LIMIT,99.95,18
959,51363.74,BUY,LIMIT,99.93,6
960,51405.014,SELL,LIMIT,100.02,33
961,51445.726,BUY,LIMIT,99.83,9
962,51537.857,BUY,LIMIT,99.89,11
963,51546.996,BUY,LIMIT,99.91,7
964,51582.246,BUY,LIMIT,99.91,15
965,51593.522,BUY,LIMIT,99.86,7
966,51597.976,SELL,LIMIT,99.98,9
967,51678.892,SELL,LIMIT,100.06,11
968,51822.781,BUY,LIMIT,99.87,10
969,51843.428,BUY,LIMIT,99.91,4
970,52033.661,SELL,LIMIT,100.03,51
971,52097.587,SELL,MARKET,,6
972,52224.155,SELL,LIMIT,99.96,12
973,52276.938,SELL,LIMIT,100.03,9
974,52294.882,SELL,LIMIT,100.01,23
975,52333.794,BUY,LIMIT,99.92,6
976,52334.979,SELL,LIMIT,100.01,7
977,52356.864,BUY,LIMIT,99.9,5
978,52370.329,BUY,LIMIT,99.93,28
979,52426.133,SELL,LIMIT,99.98,7
980,52512.668,SELL,MARKET,,36
981,52516.943,SELL,LIMIT,99.98,9
982,52554.298,SELL,LIMIT,99.99,15
983,52563.185,BUY,LIMIT,99.92,27
984,52600.845,BUY,LIMIT,99.95,4
985,52728.204,SELL,MARKET,,8
986,52765.192,SELL,LIMIT,99.96,3
987,52783.396,BUY,LIMIT,99.88,10
988,52813.504,SELL,LIMIT,100.0,16
989,52848.64,SELL,LIMIT,99.95,13
990,52897.651,SELL,LIMIT,100.04,8
991,52953.152,SELL,LIMIT,100.03,16
992,53032.672,SELL,LIMIT,99.96,11
993,53080.881,BUY,LIMIT,99.92,17
994,53081.823,BUY,LIMIT,99.94,23
995,53086.246,SELL,LIMIT,99.97,9
996,53184.426,SELL,LIMIT,99.97,6
997,53192.202,BUY,LIMIT,99.83,12
998,53354.57,BUY,LIMIT,99.93,17
999,53496.573,BUY,LIMIT,99.88,12
1000,53566.368,BUY,LIMIT,99.92,11
1001,53567.835,BUY,LIMIT,99.94,11
1002,53573.186,BUY,LIMIT,99.93,3
1003,53584.56,SELL,LIMIT,99.96,29
1004,53586.695,SELL,LIMIT,100.0,12
1005,53589.798,SELL,LIMIT,100.04,8
1006,53639.81,SELL,MARKET,,18
1007,53657.689,BUY,LIMIT,99.9,5
1008,53738.678,SELL,LIMIT,100.13,13
1009,53792.954,SELL,LIMIT,100.1,12
1010,53826.521,BUY,LIMIT,99.92,28
1011,53882.296,SELL,LIMIT,99.99,2
1012,53942.002,BUY,LIMIT,99.84,9
1013,53943.001,SELL,LIMIT,100.03,20
1014,53955.497,SELL,MARKET,,10
1015,54002.071,BUY,LIMIT,99.9,6
1016,54036.761,BUY,LIMIT,99.9,15
1017,54040.141,BUY,MARKET,,2
1018,54041.31,SELL,LIMIT,100.03,4
1019,54097.215,BUY,LIMIT,99.93,18
1020,54103.705,SELL,LIMIT,99.98,10
1021,54128.572,BUY,LIMIT,99.88,17
1022,54148.538,BUY,MARKET,,9
1023,54228.32,SELL,LIMIT,99.97,20
1024,54241.828,SELL,LIMIT,99.97,11
1025,54244.958,SELL,LIMIT,100.0,22
1026,54262.897,SELL,MARKET,,15
1027,54280.369,SELL,MARKET,,14
1028,54326.131,BUY,LIMIT,99.91,8
1029,54331.47,BUY,LIMIT,99.93,7
1030,54376.685,BUY,LIMIT,99.93,10
1031,54409.516,SELL,LIMIT,99.95,12
1032,54462.251,SELL,LIMIT,99.98,5
1033,54508.484,SELL,LIMIT,99.97,12
1034,54522.034,BUY,LIMIT,99.94,16
1035,54577.144,SELL,LIMIT,99.98,12
1036,54585.997,BUY,LIMIT,99.85,16
1037,54617.416,BUY,LIMIT,99.89,8
1038,54704.875,SELL,MARKET,,7
1039,54712.556,BUY,LIMIT,99.84,6
1040,54724.911,BUY,LIMIT,99.9,6
1041,54730.793,SELL,LIMIT,99.95,9
1042,54768.218,SELL,LIMIT,99.95,15
1043,54791.974,SELL,LIMIT,100.1,12
1044,54830.311,BUY,LIMIT,99.94,16
1045,54834.556,BUY,LIMIT,99.93,8
1046,54844.418,SELL,LIMIT,99.99,24
1047,54887.934,BUY,LIMIT,99.87,9
1048,54900.267,SELL,LIMIT,100.08,7
1049,54907.48,SELL,LIMIT,99.98,12
1050,54956.007,SELL,LIMIT,99.99,16
1051,54980.101,SELL,LIMIT,100.0,9
1052,55072.55,BUY,LIMIT,99.84,6
1053,55090.578,SELL,LIMIT,100.0,16
1054,55105.71,SELL,LIMIT,99.99,39
1055,55106.308,BUY,LIMIT,99.96,13
1056,55119.619,SELL,LIMIT,100.01,15
1057,55130.022,SELL,LIMIT,100.02,11
1058,55173.101,SELL,LIMIT,99.99,8
1059,55230.982,SELL,LIMIT,99.99,6
1060,55277.173,SELL,LIMIT,99.99,8
1061,55287.607,SELL,LIMIT,100.0,4
1062,55289.236,SELL,MARKET,,9
1063,55306.438,BUY,LIMIT,99.96,5
1064,55426.732,BUY,LIMIT,99.97,7
1065,55451.364,BUY,MARKET,,6
1066,55513.201,BUY,LIMIT,99.87,12
1067,55570.934,BUY,MARKET,,6
1068,55608.246,SELL,LIMIT,100.03,14
1069,55714.675,SELL,LIMIT,100.04,6
1070,55797.708,SELL,LIMIT,100.08,16
1071,55918.57,BUY,LIMIT,99.85,5
1072,55935.828,BUY,LIMIT,99.93,14
1073,55958.829,BUY,LIMIT,99.9,9
1074,55970.449,SELL,MARKET,,15
1075,56001.435,SELL,LIMIT,99.99,19
1076,56070.486,SELL,MARKET,,11
1077,56220.291,SELL,LIMIT,100.03,6
1078,56258.54,BUY,MARKET,,23
1079,56266.872,BUY,LIMIT,99.94,13
1080,56326.53,BUY,LIMIT,99.94,33
1081,56458.658,BUY,LIMIT,99.95,28
1082,56461.921,BUY,LIMIT,99.94,11
1083,56481.401,BUY,LIMIT,99.85,8
1084,56494.626,SELL,LIMIT,99.96,7
1085,56548.268,SELL,MARKET,,20
1086,56621.221,BUY,LIMIT,99.88,27
1087,56635.734,SELL,LIMIT,99.99,13
1088,56686.176,SELL,LIMIT,100.0,22
1089,56721.948,BUY,LIMIT,99.91,14
1090,56735.433,BUY,LIMIT,99.95,8
1091,56743.658,BUY,LIMIT,99.89,25
1092,56848.571,SELL,LIMIT,100.01,6
1093,56917.996,SELL,LIMIT,99.94,13
1094,57021.059,SELL,LIMIT,99.97,4
1095,57174.648,BUY,LIMIT,99.91,5
1096,57253.942,BUY,LIMIT,99.88,10
1097,57264.945,BUY,LIMIT,99.89,7
1098,57287.227,BUY,LIMIT,99.88,12
1099,57295.7,SELL,MARKET,,4
1100,57366.818,BUY,LIMIT,99.91,8
1101,57383.468,SELL,MARKET,,5
1102,57391.873,BUY,MARKET,,10
1103,57425.683,SELL,LIMIT,99.93,10
1104,57470.057,BUY,LIMIT,99.9,31
1105,57491.487,SELL,LIMIT,99.94,5
1106,57519.073,BUY,LIMIT,99.8,6
1107,57520.506,BUY,LIMIT,99.89,13
1108,57566.59,BUY,MARKET,,22
1109,57690.965,BUY,LIMIT,99.92,6
1110,57705.541,SELL,LIMIT,99.99,14
1111,57789.703,BUY,LIMIT,99.9,11
1112,57855.736,BUY,LIMIT,99.87,7
1113,58004.028,BUY,LIMIT,99.91,3
1114,58019.04,SELL,LIMIT,100.03,3
1115,58023.199,SELL,MARKET,,6
1116,58094.666,BUY,LIMIT,99.78,22
1117,58096.804,BUY,LIMIT,99.87,19
1118,58130.073,SELL,LIMIT,99.93,13
1119,58149.006,SELL,LIMIT,99.92,5
1120,58169.049,BUY,LIMIT,99.84,4
1121,58270.679,BUY,LIMIT,99.85,14
1122,58297.326,BUY,LIMIT,99.75,9
1123,58379.724,SELL,LIMIT,99.91,33
1124,58401.136,BUY,LIMIT,99.86,7
1125,58437.84,BUY,MARKET,,15
1126,58493.739,SELL,LIMIT,99.91,3
1127,58507.52,BUY,LIMIT,99.82,5
1128,58570.418,SELL,LIMIT,99.92,7
1129,58602.76,BUY,LIMIT,99.76,13
1130,58682.129,BUY,LIMIT,99.81,13
1131,58705.79,SELL,LIMIT,99.95,23
1132,58719.078,BUY,LIMIT,99.87,7
1133,58729.5,SELL,MARKET,,7
1134,58796.265,BUY,LIMIT,99.86,8
1135,58870.028,BUY,LIMIT,99.84,6
1136,58908.669,SELL,MARKET,,10
1137,58954.667,BUY,LIMIT,99.85,9
1138,58988.829,SELL,MARKET,,15
1139,59051.903,BUY,LIMIT,99.88,16
1140,59085.327,SELL,LIMIT,99.94,11
1141,59141.971,SELL,LIMIT,99.93,5
1142,59152.822,SELL,MARKET,,4
1143,59253.264,SELL,LIMIT,99.9,3
1144,59270.465,BUY,LIMIT,99.82,17
1145,59327.175,BUY,LIMIT,99.72,12
1146,59330.074,SELL,LIMIT,99.9,12
1147,59331.803,SELL,LIMIT,99.93,7
1148,59411.119,BUY,LIMIT,99.8,12
1149,59464.069,BUY,MARKET,,4
1150,59519.32,BUY,MARKET,,12
1151,59535.311,BUY,LIMIT,99.89,10
1152,59563.739,BUY,MARKET,,14
1153,59647.536,SELL,LIMIT,99.93,19
1154,59684.12,BUY,LIMIT,99.88,12
1155,59783.146,BUY,MARKET,,9
1156,59785.143,BUY,LIMIT,99.89,4
1157,59789.563,SELL,LIMIT,99.93,2
1158,59789.567,BUY,LIMIT,99.86,23
1159,59818.999,SELL,LIMIT,99.92,22
1160,59857.632,BUY,LIMIT,99.87,16
1161,59864.837,BUY,LIMIT,99.86,15
1162,59904.746,SELL,LIMIT,99.89,4
1163,59961.177,BUY,LIMIT,99.88,13
1164,59984.45,BUY,LIMIT,99.89,24
1165,59985.762,BUY,MARKET,,11
1166,60036.869,SELL,LIMIT,99.91,15
1167,60042.023,SELL,LIMIT,99.96,4
1168,60146.201,SELL,MARKET,,7
1169,60162.765,BUY,LIMIT,99.88,21
1170,60183.934,SELL,LIMIT,99.91,7
1171,60207.739,SELL,MARKET,,13
1172,60254.654,SELL,LIMIT,100.1,18
1173,60270.79,BUY,LIMIT,99.84,22
1174,60289.541,BUY,MARKET,,7
1175,60332.362,SELL,LIMIT,99.93,9
1176,60397.977,SELL,LIMIT,100.15,8
1177,60518.869,BUY,LIMIT,99.86,14
1178,60586.027,BUY,LIMIT,99.78,46
1179,60623.093,BUY,MARKET,,20
1180,60775.427,SELL,LIMIT,99.93,6
1181,60848.138,SELL,LIMIT,99.92,3
1182,60890.202,SELL,LIMIT,100.02,12
1183,61027.19,SELL,MARKET,,4
1184,61044.906,BUY,LIMIT,99.82,9
1185,61073.082,BUY,LIMIT,99.77,3
1186,61073.429,SELL,LIMIT,99.91,7
1187,61083.485,SELL,MARKET,,7
1188,61092.312,SELL,MARKET,,6
1189,61099.487,SELL,LIMIT,99.9,6
1190,61154.204,BUY,LIMIT,99.85,29
1191,61173.848,SELL,LIMIT,100.01,18
1192,61179.66,BUY,MARKET,,12
1193,61268.209,BUY,LIMIT,99.87,9
1194,61282.444,BUY,LIMIT,99.82,2
1195,61293.502,BUY,LIMIT,99.86,13
1196,61306.53,SELL,MARKET,,8
1197,61311.297,SELL,LIMIT,99.89,12
1198,61331.784,BUY,LIMIT,99.82,8
1199,61348.248,SELL,LIMIT,99.97,13
1200,61365.044,BUY,LIMIT,99.85,10
1201,61370.956,BUY,LIMIT,99.82,6
1202,61454.002,SELL,LIMIT,99.91,11
1203,61459.625,BUY,MARKET,,15
1204,61489.134,BUY,LIMIT,99.85,7
1205,61560.696,BUY,MARKET,,5
1206,61575.249,SELL,LIMIT,99.93,5
1207,61709.172,BUY,LIMIT,99.88,20
1208,61865.127,BUY,LIMIT,99.86,43
1209,62043.087,SELL,LIMIT,99.9,16
1210,62058.925,BUY,LIMIT,99.86,53
1211,62137.112,SELL,LIMIT,99.88,16
1212,62146.495,BUY,LIMIT,99.81,19
1213,62153.629,BUY,LIMIT,99.85,20
1214,62153.699,SELL,LIMIT,99.99,17
1215,62160.87,SELL,LIMIT,99.88,61
1216,62236.166,BUY,LIMIT,99.83,18
1217,62285.372,BUY,LIMIT,99.87,6
1218,62367.815,SELL,LIMIT,99.91,14
1219,62484.041,SELL,LIMIT,99.89,16
1220,62517.759,BUY,LIMIT,99.88,7
1221,62542.819,BUY,MARKET,,6
1222,62662.736,BUY,LIMIT,99.88,5
1223,62668.564,BUY,MARKET,,15
1224,62808.08,BUY,LIMIT,99.87,19
1225,62893.338,BUY,LIMIT,99.86,11
1226,62902.243,SELL,LIMIT,99.9,17
1227,62908.81,BUY,MARKET,,6
1228,62999.352,BUY,LIMIT,99.88,9
1229,63052.615,SELL,LIMIT,99.94,22
1230,63286.87,BUY,LIMIT,99.85,5
1231,63309.223,BUY,LIMIT,99.85,11
1232,63366.106,SELL,LIMIT,99.87,17
1233,63400.688,SELL,LIMIT,99.9,13
1234,63425.452,SELL,LIMIT,99.87,8
1235,63433.266,BUY,LIMIT,99.84,7
1236,63492.379,SELL,MARKET,,8
1237,63531.07,BUY,LIMIT,99.82,8
1238,63590.197,BUY,LIMIT,99.85,5
